Student ID,ENROLLMENT MONTH,ENROLLMENT YEAR,PRE-U,COURSES,TYPE OF SPONSOR ,YTN PBU,NATIONALITY,CGPA,EXCEED,DROPOUT,UNEMPLOYMENT RATE,GDP (B),GDP GROWTH RATE (%),INFLATION RATE,IPTS ENROLLMENT,UNITEN INTAKE
1496123,September,2012,Diploma,Engineering,Private,,Local,2.80,No,0,3.10,314.44,5.47 ,1.66,45525,455
1497911,September,2017,Diploma,Engineering,Private,,International,3.14,No,0,3.41,319.11,5.81 ,3.87,91033,910
1498506,September,1998,Diploma,Computing,Sponsored,,Local,3.53,No,0,3.20,72.17,-7.36 ,5.27,18362,186
1499345,September,1998,Foundation,Engineering,Sponsored,,Local,3.95,No,0,3.20,72.17,-7.36 ,5.27,18362,186
1500668,January,2003,Foundation,Computing,Sponsored,,Local,3.10,No,0,3.61,110.2,5.79 ,1.09,36279,367
1501542,January,2011,Foundation,Computing,Loan,No,Local,2.56,No,0,3.05,297.95,5.29 ,3.17,54244,544
1502635,January,1999,Foundation,Computing,Sponsored,,Local,2.96,No,0,3.43,79.15,6.14 ,2.74,20655,205
1503483,January,2016,Diploma,Engineering,Sponsored,,Local,1.80,Yes,1,3.44,301.26,4.45 ,2.09,80009,809
1504570,January,2019,Foundation,Engineering,Sponsored,,Local,2.82,No,0,3.26,365.18,4.41 ,0.66,75854,758
1505702,January,2016,Foundation,Computing,Sponsored,,Local,3.05,No,0,3.44,301.26,4.45 ,2.09,80009,809
1506433,January,2002,Diploma,Business,Loan,Yes,Local,3.36,No,0,3.48,100.85,5.39 ,1.81,28626,282
1507925,January,2005,Diploma,Business,Private,,Local,1.10,Yes,1,3.53,143.53,5.33 ,2.98,34676,346
1508834,September,2012,Diploma,Computing,Sponsored,,Local,3.63,No,0,3.10,314.44,5.47 ,1.66,45525,455
1509942,September,2011,Diploma,Business,Private,,Local,1.40,Yes,1,3.05,297.95,5.29 ,3.17,54244,544
1510318,September,2001,Diploma,Computing,Loan,No,Local,3.50,No,0,3.53,97.78,0.52 ,1.42,26858,281
1511563,September,2003,Diploma,Business,Sponsored,,Local,3.07,No,0,3.61,110.2,5.79 ,1.09,36279,367
1512286,January,2005,Foundation,Computing,Sponsored,,Local,3.51,No,0,3.53,143.53,5.33 ,2.98,34676,346
1513641,January,2005,Foundation,Computing,Private,,International,3.31,No,0,3.53,143.53,5.33 ,2.98,34676,346
1514292,January,2021,Foundation,Business,Sponsored,,Local,2.85,No,0,4.05,372.98,5.60 ,2.48,66184,661
1515558,January,2013,Diploma,Business,Sponsored,,International,3.88,No,0,3.16,323.28,4.69 ,2.11,38127,481
1516507,January,2013,Foundation,Engineering,Sponsored,,Local,3.15,No,0,3.16,323.28,4.69 ,2.11,38127,481
1517598,January,2008,Foundation,Engineering,Loan,No,Local,3.21,No,0,3.32,230.81,4.83 ,5.44,43261,436
1518558,January,2013,Foundation,Engineering,Loan,No,Local,1.68,Yes,1,3.16,323.28,4.69 ,2.11,38127,481
1519143,January,2018,Foundation,Computing,Private,,Local,2.65,No,0,3.30,358.79,4.84 ,0.88,73840,738
1520353,September,2009,Foundation,Business,Private,,Local,3.79,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1521251,September,2018,Diploma,Business,Sponsored,,Local,2.41,No,0,3.30,358.79,4.84 ,0.88,73840,738
1522123,September,2004,Foundation,Business,Loan,Yes,Local,2.28,No,0,3.54,124.75,6.78 ,1.42,40742,407
1523941,September,2000,Diploma,Business,Loan,No,Local,2.63,No,0,3.00,93.79,8.86 ,1.53,25951,255
1524606,January,2012,Diploma,Business,Loan,Yes,Local,2.89,No,0,3.10,314.44,5.47 ,1.66,45525,455
1525391,January,1999,Foundation,Engineering,Sponsored,,Local,2.15,No,0,3.43,79.15,6.14 ,2.74,20655,205
1526244,January,2007,Foundation,Computing,Loan,No,Local,1.93,Yes,0,3.23,193.55,6.30 ,2.03,43625,456
1527721,January,2010,Diploma,Business,Loan,Yes,Local,3.11,No,0,3.39,255.02,7.42 ,1.62,49593,491
1528964,January,1999,Diploma,Computing,Loan,No,Local,3.12,No,0,3.43,79.15,6.14 ,2.74,20655,205
1529997,January,2012,Foundation,Computing,Loan,No,Local,2.33,No,0,3.10,314.44,5.47 ,1.66,45525,455
1530576,January,2003,Diploma,Computing,Loan,No,Local,2.56,No,0,3.61,110.2,5.79 ,1.09,36279,367
1531767,January,2021,Foundation,Computing,Loan,No,Local,2.47,No,0,4.05,372.98,5.60 ,2.48,66184,661
1532920,September,2015,Diploma,Business,Private,,Local,2.52,No,0,3.10,301.35,5.09 ,2.1,90558,905
1533484,September,2005,Foundation,Computing,Sponsored,,Local,2.98,No,0,3.53,143.53,5.33 ,2.98,34676,346
1534536,September,2010,Diploma,Computing,Sponsored,,Local,2.86,No,0,3.39,255.02,7.42 ,1.62,49593,491
1535270,September,2000,Foundation,Computing,Sponsored,,Local,3.79,No,0,3.00,93.79,8.86 ,1.53,25951,255
1536379,January,2007,Diploma,Computing,Loan,Yes,Local,2.65,No,0,3.23,193.55,6.30 ,2.03,43625,456
1537406,January,2021,Foundation,Business,Sponsored,,Local,3.36,No,0,4.05,372.98,5.60 ,2.48,66184,661
1538457,January,2006,Diploma,Computing,Loan,No,Local,2.48,No,0,3.32,162.69,5.58 ,3.61,43490,439
1539421,January,2000,Diploma,Engineering,Private,,Local,2.01,No,0,3.00,93.79,8.86 ,1.53,25951,255
1540950,January,2019,Diploma,Engineering,Sponsored,,Local,2.35,No,0,3.26,365.18,4.41 ,0.66,75854,758
1541748,January,1998,Diploma,Computing,Loan,Yes,Local,3.74,No,0,3.20,72.17,-7.36 ,5.27,18362,186
1542274,January,2021,Diploma,Business,Sponsored,,Local,3.29,No,0,4.05,372.98,5.60 ,2.48,66184,661
1543347,January,2019,Foundation,Business,Private,,Local,2.54,No,0,3.26,365.18,4.41 ,0.66,75854,758
1544443,September,2015,Diploma,Business,Loan,Yes,Local,2.32,No,0,3.10,301.35,5.09 ,2.1,90558,905
1545354,September,2014,Foundation,Business,Private,,International,2.81,No,0,2.88,338.07,6.01 ,3.14,50584,515
1546349,September,2007,Diploma,Engineering,Private,,Local,3.50,No,0,3.23,193.55,6.30 ,2.03,43625,456
1547830,September,2019,Diploma,Engineering,Loan,No,Local,2.27,No,0,3.26,365.18,4.41 ,0.66,75854,758
1548472,January,2010,Foundation,Business,Loan,No,Local,2.37,No,0,3.39,255.02,7.42 ,1.62,49593,491
1549842,January,2012,Foundation,Engineering,Sponsored,,Local,2.11,No,0,3.10,314.44,5.47 ,1.66,45525,455
1550462,January,2018,Foundation,Business,Sponsored,,Local,3.14,No,0,3.30,358.79,4.84 ,0.88,73840,738
1551632,January,2003,Foundation,Computing,Loan,No,Local,2.02,No,0,3.61,110.2,5.79 ,1.09,36279,367
1552933,January,2014,Foundation,Business,Sponsored,,Local,2.86,No,0,2.88,338.07,6.01 ,3.14,50584,515
1553874,January,2003,Diploma,Computing,Loan,No,Local,2.43,No,0,3.61,110.2,5.79 ,1.09,36279,367
1554429,January,2008,Diploma,Engineering,Loan,Yes,Local,2.71,No,0,3.32,230.81,4.83 ,5.44,43261,436
1555670,January,2004,Foundation,Computing,Sponsored,,Local,3.91,No,0,3.54,124.75,6.78 ,1.42,40742,407
1556599,September,2022,Foundation,Business,Sponsored,,Local,2.58,No,0,3.73,406.31,8.69 ,3.38,63905,695
1557231,September,2019,Foundation,Engineering,Private,,Local,3.02,No,0,3.26,365.18,4.41 ,0.66,75854,758
1558869,September,2001,Foundation,Computing,Private,,Local,2.36,No,0,3.53,97.78,0.52 ,1.42,26858,281
1559716,September,2022,Diploma,Computing,Private,,Local,2.72,No,0,3.73,406.31,8.69 ,3.38,63905,695
1560474,January,2005,Foundation,Computing,Loan,No,Local,3.72,No,0,3.53,143.53,5.33 ,2.98,34676,346
1561916,January,2006,Foundation,Computing,Sponsored,,Local,3.55,No,0,3.32,162.69,5.58 ,3.61,43490,439
1562352,January,2009,Foundation,Business,Private,,Local,3.30,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1563172,January,1998,Foundation,Computing,Loan,No,Local,3.14,No,0,3.20,72.17,-7.36 ,5.27,18362,186
1564863,January,2013,Diploma,Engineering,Private,,Local,2.04,No,0,3.16,323.28,4.69 ,2.11,38127,481
1565328,January,2002,Diploma,Computing,Sponsored,,Local,3.26,No,0,3.48,100.85,5.39 ,1.81,28626,282
1566390,January,2020,Diploma,Computing,Loan,No,Local,2.07,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1567596,January,2014,Diploma,Business,Loan,No,Local,3.60,No,0,2.88,338.07,6.01 ,3.14,50584,515
1568328,September,2009,Foundation,Engineering,Private,,Local,3.15,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1569353,September,2022,Foundation,Business,Loan,Yes,Local,2.17,No,0,3.73,406.31,8.69 ,3.38,63905,695
1570796,September,2000,Diploma,Computing,Private,,Local,2.24,No,0,3.00,93.79,8.86 ,1.53,25951,255
1571940,September,2003,Foundation,Computing,Private,,Local,2.24,No,0,3.61,110.2,5.79 ,1.09,36279,367
1572407,January,2017,Foundation,Computing,Private,,Local,3.08,No,0,3.41,319.11,5.81 ,3.87,91033,910
1573100,January,2001,Foundation,Computing,Loan,Yes,Local,3.17,No,0,3.53,97.78,0.52 ,1.42,26858,281
1574985,January,1998,Diploma,Business,Loan,Yes,Local,2.33,No,0,3.20,72.17,-7.36 ,5.27,18362,186
1575262,January,2001,Foundation,Computing,Private,,Local,2.92,No,0,3.53,97.78,0.52 ,1.42,26858,281
1576242,January,2001,Foundation,Computing,Sponsored,,Local,1.10,Yes,1,3.53,97.78,0.52 ,1.42,26858,281
1577603,January,2001,Foundation,Computing,Private,,Local,2.26,No,0,3.53,97.78,0.52 ,1.42,26858,281
1578244,January,2022,Diploma,Business,Private,,Local,3.88,No,0,3.73,406.31,8.69 ,3.38,63905,695
1579324,January,2013,Diploma,Computing,Loan,No,Local,3.39,No,0,3.16,323.28,4.69 ,2.11,38127,481
1580707,September,1999,Foundation,Engineering,Private,,Local,3.00,No,0,3.43,79.15,6.14 ,2.74,20655,205
1581901,September,2008,Foundation,Engineering,Loan,No,Local,2.90,No,0,3.32,230.81,4.83 ,5.44,43261,436
1582794,September,2002,Foundation,Engineering,Loan,Yes,Local,1.20,Yes,1,3.48,100.85,5.39 ,1.81,28626,282
1583256,September,2014,Diploma,Engineering,Loan,Yes,Local,2.58,No,0,2.88,338.07,6.01 ,3.14,50584,515
1584530,January,2007,Diploma,Business,Loan,No,Local,3.55,No,0,3.23,193.55,6.30 ,2.03,43625,456
1585257,January,1999,Diploma,Computing,Loan,Yes,Local,2.94,No,0,3.43,79.15,6.14 ,2.74,20655,205
1586208,January,2007,Diploma,Engineering,Loan,Yes,Local,2.94,No,0,3.23,193.55,6.30 ,2.03,43625,456
1587588,January,2014,Diploma,Engineering,Private,,Local,3.20,No,0,2.88,338.07,6.01 ,3.14,50584,515
1588949,January,2009,Foundation,Computing,Private,,Local,1.14,Yes,1,3.66,202.26,-1.51 ,0.58,52034,520
1589650,January,2012,Diploma,Business,Sponsored,,Local,2.43,No,0,3.10,314.44,5.47 ,1.66,45525,455
1590654,January,2015,Foundation,Computing,Private,,Local,3.31,No,0,3.10,301.35,5.09 ,2.1,90558,905
1591787,January,1999,Foundation,Engineering,Private,,Local,3.76,No,0,3.43,79.15,6.14 ,2.74,20655,205
1592288,September,2006,Foundation,Computing,Sponsored,,International,3.13,No,0,3.32,162.69,5.58 ,3.61,43490,439
1593812,September,2002,Foundation,Engineering,Private,,Local,2.61,No,0,3.48,100.85,5.39 ,1.81,28626,282
1594289,September,2020,Diploma,Computing,Sponsored,,Local,3.62,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1595196,September,2017,Foundation,Engineering,Loan,Yes,Local,2.58,No,0,3.41,319.11,5.81 ,3.87,91033,910
1596549,January,2022,Diploma,Engineering,Sponsored,,Local,3.88,No,0,3.73,406.31,8.69 ,3.38,63905,695
1597324,January,2010,Diploma,Engineering,Private,,Local,2.43,No,0,3.39,255.02,7.42 ,1.62,49593,491
1598766,January,2018,Diploma,Business,Private,,Local,3.94,No,0,3.30,358.79,4.84 ,0.88,73840,738
1599724,January,2000,Diploma,Engineering,Sponsored,,Local,3.43,No,0,3.00,93.79,8.86 ,1.53,25951,255
1600436,January,2018,Diploma,Business,Sponsored,,Local,1.55,Yes,1,3.30,358.79,4.84 ,0.88,73840,738
1601484,January,2009,Diploma,Engineering,Sponsored,,Local,2.00,Yes,0,3.66,202.26,-1.51 ,0.58,52034,520
1602400,January,2007,Foundation,Computing,Loan,Yes,Local,3.15,No,0,3.23,193.55,6.30 ,2.03,43625,456
1603369,January,2010,Diploma,Business,Loan,No,Local,3.85,No,0,3.39,255.02,7.42 ,1.62,49593,491
1604394,September,1997,Diploma,Business,Loan,No,Local,2.18,No,0,2.45,100.01,7.32 ,2.66,15036,156
1605591,September,2022,Foundation,Engineering,Private,,Local,2.85,No,0,3.73,406.31,8.69 ,3.38,63905,695
1606895,September,2018,Diploma,Business,Private,,International,3.22,No,0,3.30,358.79,4.84 ,0.88,73840,738
1607298,September,2005,Diploma,Engineering,Private,,Local,2.00,Yes,0,3.53,143.53,5.33 ,2.98,34676,346
1608481,January,2011,Diploma,Computing,Private,,Local,3.48,No,0,3.05,297.95,5.29 ,3.17,54244,544
1609839,January,2009,Foundation,Business,Loan,Yes,Local,2.30,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1610655,January,2005,Foundation,Engineering,Sponsored,,International,3.73,No,0,3.53,143.53,5.33 ,2.98,34676,346
1611623,January,2006,Foundation,Computing,Sponsored,,Local,3.24,No,0,3.32,162.69,5.58 ,3.61,43490,439
1612242,January,2021,Diploma,Computing,Sponsored,,Local,3.48,No,0,4.05,372.98,5.60 ,2.48,66184,661
1613923,January,1999,Foundation,Business,Sponsored,,Local,3.14,No,0,3.43,79.15,6.14 ,2.74,20655,205
1614497,January,2017,Foundation,Engineering,Loan,Yes,Local,2.92,No,0,3.41,319.11,5.81 ,3.87,91033,910
1615370,January,2019,Foundation,Engineering,Loan,No,Local,3.22,No,0,3.26,365.18,4.41 ,0.66,75854,758
1616236,September,2008,Foundation,Business,Private,,Local,2.47,No,0,3.32,230.81,4.83 ,5.44,43261,436
1617367,September,1999,Foundation,Business,Sponsored,,Local,3.43,No,0,3.43,79.15,6.14 ,2.74,20655,205
1618574,September,2010,Diploma,Computing,Loan,No,Local,3.10,No,0,3.39,255.02,7.42 ,1.62,49593,491
1619193,September,2005,Diploma,Business,Sponsored,,Local,1.67,Yes,1,3.53,143.53,5.33 ,2.98,34676,346
1620300,January,2021,Foundation,Engineering,Private,,Local,2.25,No,0,4.05,372.98,5.60 ,2.48,66184,661
1621656,January,1999,Foundation,Engineering,Private,,Local,2.76,No,0,3.43,79.15,6.14 ,2.74,20655,205
1622873,January,2012,Diploma,Computing,Private,,Local,1.29,Yes,1,3.10,314.44,5.47 ,1.66,45525,455
1623106,January,2010,Foundation,Business,Sponsored,,Local,2.27,No,0,3.39,255.02,7.42 ,1.62,49593,491
1624567,January,2009,Foundation,Computing,Loan,No,International,3.18,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1625659,January,2013,Diploma,Engineering,Private,,Local,2.46,No,0,3.16,323.28,4.69 ,2.11,38127,481
1626111,January,2007,Foundation,Engineering,Sponsored,,Local,2.68,No,0,3.23,193.55,6.30 ,2.03,43625,456
1627964,January,1998,Diploma,Engineering,Loan,No,Local,2.24,No,0,3.20,72.17,-7.36 ,5.27,18362,186
1628291,September,2019,Foundation,Engineering,Loan,Yes,Local,3.12,No,0,3.26,365.18,4.41 ,0.66,75854,758
1629773,September,1998,Diploma,Business,Sponsored,,Local,3.61,No,0,3.20,72.17,-7.36 ,5.27,18362,186
1630978,September,2012,Diploma,Engineering,Loan,Yes,Local,3.52,No,0,3.10,314.44,5.47 ,1.66,45525,455
1631365,September,2011,Diploma,Engineering,Loan,Yes,Local,1.93,Yes,0,3.05,297.95,5.29 ,3.17,54244,544
1632209,January,1999,Foundation,Business,Private,,Local,3.11,No,0,3.43,79.15,6.14 ,2.74,20655,205
1633563,January,2021,Foundation,Computing,Private,,Local,3.98,No,0,4.05,372.98,5.60 ,2.48,66184,661
1634393,January,2016,Diploma,Computing,Sponsored,,Local,2.81,No,0,3.44,301.26,4.45 ,2.09,80009,809
1635141,January,1997,Diploma,Computing,Loan,No,Local,1.38,Yes,1,2.45,100.01,7.32 ,2.66,15036,156
1636141,January,2020,Foundation,Computing,Private,,Local,2.77,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1637741,January,2009,Diploma,Computing,Private,,International,3.36,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1638982,January,2016,Diploma,Business,Sponsored,,Local,2.67,No,0,3.44,301.26,4.45 ,2.09,80009,809
1639116,January,2014,Diploma,Engineering,Sponsored,,Local,3.40,No,0,2.88,338.07,6.01 ,3.14,50584,515
1640353,September,2009,Diploma,Computing,Loan,No,Local,3.97,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1641516,September,2008,Foundation,Computing,Private,,Local,3.97,No,0,3.32,230.81,4.83 ,5.44,43261,436
1642995,September,2019,Foundation,Engineering,Sponsored,,Local,2.53,No,0,3.26,365.18,4.41 ,0.66,75854,758
1643139,September,2013,Foundation,Engineering,Sponsored,,Local,2.86,No,0,3.16,323.28,4.69 ,2.11,38127,481
1644524,January,2012,Diploma,Computing,Sponsored,,Local,2.38,No,0,3.10,314.44,5.47 ,1.66,45525,455
1645360,January,2006,Diploma,Engineering,Loan,Yes,Local,3.58,No,0,3.32,162.69,5.58 ,3.61,43490,439
1646516,January,2022,Foundation,Business,Private,,Local,3.71,No,0,3.73,406.31,8.69 ,3.38,63905,695
1647985,January,2020,Foundation,Engineering,Private,,Local,3.03,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1648922,January,2015,Diploma,Computing,Loan,No,Local,2.11,No,0,3.10,301.35,5.09 ,2.1,90558,905
1649287,January,1997,Diploma,Computing,Private,,Local,3.69,No,0,2.45,100.01,7.32 ,2.66,15036,156
1650754,January,2005,Foundation,Computing,Sponsored,,Local,2.08,No,0,3.53,143.53,5.33 ,2.98,34676,346
1651883,January,2008,Foundation,Engineering,Private,,Local,3.31,No,0,3.32,230.81,4.83 ,5.44,43261,436
1652173,September,2022,Diploma,Engineering,Sponsored,,Local,3.82,No,0,3.73,406.31,8.69 ,3.38,63905,695
1653343,September,2017,Foundation,Business,Loan,No,Local,1.32,Yes,1,3.41,319.11,5.81 ,3.87,91033,910
1654801,September,2004,Foundation,Computing,Loan,No,Local,2.48,No,0,3.54,124.75,6.78 ,1.42,40742,407
1655542,September,2000,Foundation,Computing,Loan,Yes,Local,2.60,No,0,3.00,93.79,8.86 ,1.53,25951,255
1656503,January,2011,Diploma,Engineering,Loan,Yes,Local,2.49,No,0,3.05,297.95,5.29 ,3.17,54244,544
1657185,January,2020,Diploma,Business,Sponsored,,Local,3.69,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1658160,January,2022,Diploma,Computing,Loan,Yes,International,3.75,No,0,3.73,406.31,8.69 ,3.38,63905,695
1659654,January,2011,Diploma,Engineering,Private,,Local,3.49,No,0,3.05,297.95,5.29 ,3.17,54244,544
1660912,January,2016,Foundation,Business,Private,,Local,3.05,No,0,3.44,301.26,4.45 ,2.09,80009,809
1661435,January,2002,Foundation,Engineering,Loan,Yes,Local,3.26,No,0,3.48,100.85,5.39 ,1.81,28626,282
1662345,January,2001,Diploma,Business,Private,,Local,2.78,No,0,3.53,97.78,0.52 ,1.42,26858,281
1663615,January,2006,Diploma,Engineering,Private,,Local,3.45,No,0,3.32,162.69,5.58 ,3.61,43490,439
1664646,September,2012,Diploma,Business,Sponsored,,Local,3.71,No,0,3.10,314.44,5.47 ,1.66,45525,455
1665612,September,2016,Foundation,Computing,Private,,Local,2.99,No,0,3.44,301.26,4.45 ,2.09,80009,809
1666134,September,1997,Foundation,Engineering,Private,,Local,1.54,Yes,1,2.45,100.01,7.32 ,2.66,15036,156
1667309,September,1997,Diploma,Engineering,Sponsored,,Local,3.70,No,0,2.45,100.01,7.32 ,2.66,15036,156
1668994,January,2018,Foundation,Engineering,Sponsored,,Local,3.20,No,0,3.30,358.79,4.84 ,0.88,73840,738
1669874,January,2017,Foundation,Computing,Loan,Yes,Local,3.84,No,0,3.41,319.11,5.81 ,3.87,91033,910
1670421,January,2016,Diploma,Engineering,Loan,Yes,Local,3.76,No,0,3.44,301.26,4.45 ,2.09,80009,809
1671970,January,2014,Diploma,Business,Private,,Local,2.04,No,0,2.88,338.07,6.01 ,3.14,50584,515
1672126,January,2019,Foundation,Engineering,Sponsored,,Local,2.83,No,0,3.26,365.18,4.41 ,0.66,75854,758
1673696,January,2021,Foundation,Computing,Loan,Yes,Local,2.65,No,0,4.05,372.98,5.60 ,2.48,66184,661
1674874,January,2015,Foundation,Business,Loan,No,Local,3.77,No,0,3.10,301.35,5.09 ,2.1,90558,905
1675384,January,2002,Foundation,Computing,Private,,Local,1.69,Yes,1,3.48,100.85,5.39 ,1.81,28626,282
1676548,September,2019,Foundation,Engineering,Private,,Local,2.99,No,0,3.26,365.18,4.41 ,0.66,75854,758
1677282,September,2004,Foundation,Computing,Loan,Yes,Local,2.10,No,0,3.54,124.75,6.78 ,1.42,40742,407
1678322,September,2016,Foundation,Computing,Private,,Local,1.06,Yes,1,3.44,301.26,4.45 ,2.09,80009,809
1679371,September,2007,Foundation,Engineering,Loan,No,Local,3.45,No,0,3.23,193.55,6.30 ,2.03,43625,456
1680215,January,2010,Diploma,Computing,Private,,Local,2.95,No,0,3.39,255.02,7.42 ,1.62,49593,491
1681690,January,2001,Diploma,Computing,Loan,Yes,Local,2.42,No,0,3.53,97.78,0.52 ,1.42,26858,281
1682202,January,2000,Foundation,Business,Sponsored,,Local,3.80,No,0,3.00,93.79,8.86 ,1.53,25951,255
1683164,January,2001,Foundation,Computing,Loan,Yes,Local,3.02,No,0,3.53,97.78,0.52 ,1.42,26858,281
1684641,January,2005,Foundation,Computing,Private,,Local,1.74,Yes,1,3.53,143.53,5.33 ,2.98,34676,346
1685133,January,2004,Diploma,Computing,Loan,No,Local,2.85,No,0,3.54,124.75,6.78 ,1.42,40742,407
1686799,January,2011,Diploma,Business,Private,,Local,2.27,No,0,3.05,297.95,5.29 ,3.17,54244,544
1687318,January,2021,Foundation,Engineering,Sponsored,,Local,2.57,No,0,4.05,372.98,5.60 ,2.48,66184,661
1688265,September,2016,Foundation,Engineering,Sponsored,,Local,1.15,Yes,1,3.44,301.26,4.45 ,2.09,80009,809
1689902,September,2007,Diploma,Computing,Private,,Local,3.05,No,0,3.23,193.55,6.30 ,2.03,43625,456
1690750,September,1998,Diploma,Computing,Loan,No,Local,2.77,No,0,3.20,72.17,-7.36 ,5.27,18362,186
1691794,September,1999,Diploma,Engineering,Loan,Yes,Local,3.98,No,0,3.43,79.15,6.14 ,2.74,20655,205
1692206,January,2011,Diploma,Business,Private,,Local,1.94,Yes,0,3.05,297.95,5.29 ,3.17,54244,544
1693128,January,1999,Diploma,Engineering,Loan,No,Local,2.70,No,0,3.43,79.15,6.14 ,2.74,20655,205
1694924,January,2004,Diploma,Engineering,Sponsored,,Local,2.05,No,0,3.54,124.75,6.78 ,1.42,40742,407
1695491,January,2000,Diploma,Engineering,Sponsored,,Local,2.91,No,0,3.00,93.79,8.86 ,1.53,25951,255
1696921,January,2016,Diploma,Computing,Loan,No,Local,2.86,No,0,3.44,301.26,4.45 ,2.09,80009,809
1697674,January,2008,Diploma,Business,Loan,No,Local,3.84,No,0,3.32,230.81,4.83 ,5.44,43261,436
1698587,January,2004,Foundation,Computing,Loan,Yes,Local,2.34,No,0,3.54,124.75,6.78 ,1.42,40742,407
1699508,January,1997,Diploma,Business,Private,,Local,2.26,No,0,2.45,100.01,7.32 ,2.66,15036,156
1700620,September,2011,Foundation,Business,Private,,Local,3.61,No,0,3.05,297.95,5.29 ,3.17,54244,544
1701826,September,2010,Foundation,Engineering,Loan,Yes,Local,2.40,No,0,3.39,255.02,7.42 ,1.62,49593,491
1702181,September,1997,Diploma,Engineering,Private,,Local,2.56,No,0,2.45,100.01,7.32 ,2.66,15036,156
1703340,September,1997,Diploma,Engineering,Sponsored,,International,2.58,No,0,2.45,100.01,7.32 ,2.66,15036,156
1704882,January,1998,Foundation,Engineering,Private,,Local,1.52,Yes,1,3.20,72.17,-7.36 ,5.27,18362,186
1705174,January,2009,Foundation,Computing,Private,,Local,1.09,Yes,1,3.66,202.26,-1.51 ,0.58,52034,520
1706873,January,2019,Foundation,Engineering,Sponsored,,Local,3.80,No,0,3.26,365.18,4.41 ,0.66,75854,758
1707258,January,2013,Diploma,Computing,Private,,International,3.16,No,0,3.16,323.28,4.69 ,2.11,38127,481
1708149,January,2003,Foundation,Business,Sponsored,,Local,2.09,No,0,3.61,110.2,5.79 ,1.09,36279,367
1709537,January,2003,Foundation,Engineering,Sponsored,,Local,2.01,No,0,3.61,110.2,5.79 ,1.09,36279,367
1710761,January,2015,Foundation,Business,Loan,No,Local,2.62,No,0,3.10,301.35,5.09 ,2.1,90558,905
1711367,January,2019,Foundation,Engineering,Sponsored,,Local,3.00,No,0,3.26,365.18,4.41 ,0.66,75854,758
1712116,September,2021,Diploma,Engineering,Sponsored,,Local,2.62,No,0,4.05,372.98,5.60 ,2.48,66184,661
1713830,September,2010,Foundation,Computing,Loan,Yes,Local,3.47,No,0,3.39,255.02,7.42 ,1.62,49593,491
1714699,September,2012,Diploma,Computing,Private,,Local,2.37,No,0,3.10,314.44,5.47 ,1.66,45525,455
1715263,September,2001,Foundation,Engineering,Sponsored,,Local,2.85,No,0,3.53,97.78,0.52 ,1.42,26858,281
1716347,January,2018,Diploma,Engineering,Loan,Yes,Local,3.01,No,0,3.30,358.79,4.84 ,0.88,73840,738
1717988,January,2022,Diploma,Engineering,Sponsored,,Local,3.50,No,0,3.73,406.31,8.69 ,3.38,63905,695
1718285,January,2014,Foundation,Engineering,Private,,Local,2.82,No,0,2.88,338.07,6.01 ,3.14,50584,515
1719912,January,2020,Diploma,Engineering,Sponsored,,Local,3.59,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1720264,January,2010,Foundation,Business,Loan,Yes,Local,3.87,No,0,3.39,255.02,7.42 ,1.62,49593,491
1721594,January,2022,Foundation,Computing,Loan,Yes,Local,3.41,No,0,3.73,406.31,8.69 ,3.38,63905,695
1722390,January,2003,Foundation,Engineering,Loan,Yes,Local,2.36,No,0,3.61,110.2,5.79 ,1.09,36279,367
1723193,January,2020,Foundation,Computing,Loan,No,Local,3.91,No,0,4.54,337.34,3.09 ,-1.14,70048,704
1724220,September,2009,Foundation,Engineering,Private,,Local,3.38,No,0,3.66,202.26,-1.51 ,0.58,52034,520
1725917,September,2015,Foundation,Business,Private,,Local,2.17,No,0,3.10,301.35,5.09 ,2.1,90558,905
1726439,September,2006,Diploma,Engineering,Loan,No,Local,2.25,No,0,3.32,162.69,5.58 ,3.61,43490,439
1727940,September,2014,Diploma,Engineering,Loan,Yes,Local,3.83,No,0,2.88,338.07,6.01 ,3.14,50584,515
1728598,January,2008,Foundation,Engineering,Loan,Yes,Local,2.60,No,0,3.32,230.81,4.83 ,5.44,43261,436
1729919,January,2006,Foundation,Computing,Loan,Yes,Local,1.36,Yes,1,3.32,162.69,5.58 ,3.61,43490,439
1730145,January,2017,Foundation,Business,Loan,No,International,1.51,Yes,1,3.41,319.11,5.81 ,3.87,91033,910
1731805,January,2013,Foundation,Computing,Sponsored,,Local,2.73,No,0,3.16,323.28,4.69 ,2.11,38127,481
